name,what,who,address_1,address_2,suburb,phone,phone_2,free_call,email,website,twitter,social_media,monday,tuesday,wednesday,thursday,friday,saturday,sunday,public_holidays,cost,tram_routes,bus_routes,nearest_train_station,category_1,category_2,category_3,category_4,category_5,category_6,longitude,latitude,geocoded_location,Organisation Legal Name,Outlet Name,Organistaion Website,Outlet Address,Town or Suburb,Postcode,Activity External Name,SA2,SA3,SA4,LGA,Federal Electorate,Latitude,Longitude,Location Withheld,category,Unnamed: 0,Serial No.,Estimate type,Gender,Chapter,Indicator,Indicator category,Stratified by,Sub-population,%,RSE,UL,LL,Sig.,Year
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4128.0,4129,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Grampians Wimmera Southern Mallee PHU,West Wimmera (S),8.297627,,12.14039,5.593762,Lower,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4129.0,4130,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of North Eastern PHU,Whitehorse (C),10.51783,,14.50839,7.528233,Lower,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4130.0,4131,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of North Eastern PHU,Whittlesea (C),19.9387,,24.57659,15.99048,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4131.0,4132,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Ovens-Murray PHU,Wodonga (RC),18.34552,,22.89705,14.52828,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4132.0,4133,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Western PHU,Wyndham (C),17.89018,,22.54547,14.02211,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4133.0,4134,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of North Eastern PHU,Yarra (C),10.45419,,14.31327,7.543972,Lower,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4134.0,4135,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of North Eastern PHU,Yarra Ranges (S),13.98466,,19.22665,9.995003,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4135.0,4136,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Grampians Wimmera Southern Mallee PHU,Yarriambiack (S),15.76399,,21.28356,11.46731,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4136.0,4137,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of North Eastern PHU,Victoria,15.67004,,16.31917,15.04209,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4137.0,4138,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of South East PHU,Victoria,15.67004,,16.31917,15.04209,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4138.0,4139,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Western PHU,Victoria,15.67004,,16.31917,15.04209,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4139.0,4140,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Barwon South-West PHU,Victoria,15.67004,,16.31917,15.04209,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4140.0,4141,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Grampians Wimmera Southern Mallee PHU,Victoria,15.67004,,16.31917,15.04209,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4141.0,4142,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Goulburn Valley PHU,Victoria,15.67004,,16.31917,15.04209,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4142.0,4143,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Gippsland PHU,Victoria,15.67004,,16.31917,15.04209,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4143.0,4144,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Ovens-Murray PHU,Victoria,15.67004,,16.31917,15.04209,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4144.0,4145,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,Sometimes,LGAs of Loddon Mallee PHU,Victoria,15.67004,,16.31917,15.04209,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4145.0,4146,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Ovens-Murray PHU,Alpine (S),7.509924,*,12.18828,4.534579,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4146.0,4147,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Grampians Wimmera Southern Mallee PHU,Ararat (RC),14.73037,,20.38286,10.43987,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4147.0,4148,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Grampians Wimmera Southern Mallee PHU,Ballarat (C),13.39009,,17.63843,10.04025,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4148.0,4149,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of North Eastern PHU,Banyule (C),9.810734,,14.15406,6.696241,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4149.0,4150,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Gippsland PHU,Bass Coast (S),10.63767,,16.30107,6.782439,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4150.0,4151,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Gippsland PHU,Baw Baw (S),14.32407,,18.9606,10.67202,Higher,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4151.0,4152,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of South East PHU,Bayside (C),5.416541,*,9.007362,3.206767,Lower,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4152.0,4153,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Goulburn Valley PHU,Benalla (RC),16.26367,,21.60698,12.03881,Higher,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4153.0,4154,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of North Eastern PHU,Boroondara (C),5.747985,,9.029044,3.611889,Lower,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4154.0,4155,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Western PHU,Brimbank (C),16.38112,,21.13565,12.52625,Higher,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4155.0,4156,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Loddon Mallee PHU,Buloke (S),8.848583,,12.98976,5.937535,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4156.0,4157,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Loddon Mallee PHU,Campaspe (S),13.92049,,18.60798,10.26488,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4157.0,4158,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of South East PHU,Cardinia (S),10.51128,,14.22736,7.678912,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4158.0,4159,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of South East PHU,Casey (C),8.530672,,11.97844,6.00755,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4159.0,4160,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Grampians Wimmera Southern Mallee PHU,Central Goldfields (S),13.51209,,19.13454,9.350698,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4160.0,4161,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Barwon South-West PHU,Colac-Otway (S),12.11435,,16.68897,8.663287,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4161.0,4162,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Barwon South-West PHU,Corangamite (S),10.63449,,15.04151,7.406124,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4162.0,4163,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of North Eastern PHU,Darebin (C),10.15712,,13.94926,7.308329,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4163.0,4164,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Gippsland PHU,East Gippsland (S),9.476109,,14.2475,6.187333,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4164.0,4165,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of South East PHU,Frankston (C),13.52302,,17.85756,10.11109,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4165.0,4166,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Loddon Mallee PHU,Gannawarra (S),9.482239,,14.0836,6.274438,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4166.0,4167,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of South East PHU,Glen Eira (C),6.038013,,9.170959,3.929034,Lower,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4167.0,4168,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Barwon South-West PHU,Glenelg (S),13.49248,,18.76143,9.52968,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4168.0,4169,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Barwon South-West PHU,Golden Plains (S),10.00989,,14.03348,7.045366,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4169.0,4170,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Loddon Mallee PHU,Greater Bendigo (C),12.31577,,16.44184,9.112225,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4170.0,4171,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of South East PHU,Greater Dandenong (C),8.398604,,12.17477,5.717422,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4171.0,4172,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Barwon South-West PHU,Greater Geelong (C),10.26387,,14.16391,7.345814,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4172.0,4173,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Goulburn Valley PHU,Greater Shepparton (C),10.41398,,14.7066,7.267553,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4173.0,4174,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Grampians Wimmera Southern Mallee PHU,Hepburn (S),10.73843,,16.16185,6.983345,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4174.0,4175,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Grampians Wimmera Southern Mallee PHU,Hindmarsh (S),10.78245,,15.59855,7.324298,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4175.0,4176,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Western PHU,Hobsons Bay (C),7.912554,,11.59754,5.327863,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4176.0,4177,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Grampians Wimmera Southern Mallee PHU,Horsham (RC),8.641064,,12.50428,5.891032,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4177.0,4178,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of North Eastern PHU,Hume (C),15.55052,,20.24194,11.78575,Higher,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4178.0,4179,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Ovens-Murray PHU,Indigo (S),6.661215,*,11.11624,3.913017,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4179.0,4180,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of South East PHU,Kingston (C),7.445258,,11.0489,4.95153,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4180.0,4181,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of North Eastern PHU,Knox (C),10.70937,,14.67212,7.72007,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4181.0,4182,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Gippsland PHU,Latrobe (C),14.14877,,18.75218,10.52898,Higher,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4182.0,4183,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Loddon Mallee PHU,Loddon (S),11.9966,,17.63242,7.987457,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4183.0,4184,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Loddon Mallee PHU,Macedon Ranges (S),10.82038,,15.79278,7.278235,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4184.0,4185,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of North Eastern PHU,Manningham (C),9.24942,,12.97643,6.51275,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4185.0,4186,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Goulburn Valley PHU,Mansfield (S),10.21305,,15.43674,6.618663,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4186.0,4187,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Western PHU,Maribyrnong (C),8.681665,,12.19383,6.110702,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4187.0,4188,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of North Eastern PHU,Maroondah (C),9.487633,,13.8505,6.39701,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4188.0,4189,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Western PHU,Melbourne (C),6.07213,,9.060286,4.025864,Lower,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4189.0,4190,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Western PHU,Melton (C),10.36785,,13.99305,7.598862,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4190.0,4191,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Western PHU,Merri-bek (C),10.40761,,14.44417,7.401522,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4191.0,4192,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Loddon Mallee PHU,Mildura (RC),12.56113,,16.77559,9.287295,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4192.0,4193,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Goulburn Valley PHU,Mitchell (S),11.64837,,15.80978,8.472084,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4193.0,4194,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Goulburn Valley PHU,Moira (S),14.24333,,19.03963,10.4986,Higher,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4194.0,4195,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of South East PHU,Monash (C),6.111595,,9.417239,3.916135,Lower,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4195.0,4196,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Western PHU,Moonee Valley (C),6.83532,,10.76488,4.271525,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4196.0,4197,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Grampians Wimmera Southern Mallee PHU,Moorabool (S),13.34066,,17.91158,9.796993,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4197.0,4198,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of South East PHU,Mornington Peninsula(S),10.7959,,15.84152,7.219484,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4198.0,4199,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Loddon Mallee PHU,Mount Alexander (S),12.05631,,17.64566,8.064053,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4199.0,4200,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Barwon South-West PHU,Moyne (S),9.976661,,14.44679,6.780065,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4200.0,4201,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Goulburn Valley PHU,Murrindindi (S),12.77779,,18.11296,8.844362,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4201.0,4202,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of North Eastern PHU,Nillumbik (S),5.016068,*,8.726819,2.834179,Lower,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4202.0,4203,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Grampians Wimmera Southern Mallee PHU,Northern Grampians (S),13.61518,,18.99223,9.580431,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4203.0,4204,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of South East PHU,Port Phillip (C),9.281909,,12.99233,6.551345,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4204.0,4205,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Grampians Wimmera Southern Mallee PHU,Pyrenees (S),16.96788,,22.6541,12.47864,Higher,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4205.0,4206,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Barwon South-West PHU,Queenscliffe (B),8.240824,*,19.13087,3.297082,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4206.0,4207,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Gippsland PHU,South Gippsland (S),15.08357,,20.99025,10.61572,Higher,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4207.0,4208,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Barwon South-West PHU,Southern Grampians (S),10.19445,,14.99574,6.807318,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4208.0,4209,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of South East PHU,Stonnington (C),6.686004,,10.44386,4.216617,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4209.0,4210,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Goulburn Valley PHU,Strathbogie (S),10.4898,,16.19492,6.635349,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4210.0,4211,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Barwon South-West PHU,Surf Coast (S),4.882375,*,8.266637,2.840686,Lower,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4211.0,4212,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Loddon Mallee PHU,Swan Hill (RC),11.83102,,16.03673,8.615114,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4212.0,4213,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Ovens-Murray PHU,Towong (S),11.63538,,16.63834,7.992525,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4213.0,4214,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Ovens-Murray PHU,Wangaratta (RC),8.181835,,12.42402,5.300477,--,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Insecurity,4214.0,4215,Age-adjusted,People,Food insecurity,2. Worried about running out of money to buy food,"Yes, definitely",LGAs of Barwon South-West PHU,Warrnambool (C),11.67319,,15.83539,8.494572,--,
